Ticker,Company,Industry,Sector,PE Ratio,Forward PE,DividendYield,Target Price,Price Percent to Target,Total Return,Current Price,Market Cap. (USD),IV,Sharpe Ratio,ETF,S&P 500,DJIA,Nasdaq 100
CHTR,   Charter Comm-A,Telecom Services,Communication Services,12.46,11.062,0,390,-1.91,-1.91,397.61,56540142000,32.05,-0.1,XLC,S&P 500,,Nasdaq 100
CHWY,   Chewy Inc,Internet Retail,Consumer Cyclical,40.506,69.217,0,35,4.1,4.1,33.62,14056858200,84.32,0,,,,
CHX,   Championx Corp,Oil & Gas Equipment & Services,Energy,18.975,16.351,1.23,42,36.63,37.86,30.74,5855970000,31.56,1.2,,,,
CI,   Cigna Group,Healthcare Plans,Healthcare,31.744,12.728,1.66,400,19.44,21.1,334.9,93152435000,27.26,0.8,XLV,S&P 500,,
CIA,   Citizens Inc  A,Insurance—Life,Financial Services,10.372,11.737,0,5,12.11,12.11,4.46,222598600,104.17,0.1,,,,
CIEN,   Ciena Corp,Communication Equipment,Technology,75.585,43.666,0,67,-5.7,-5.7,71.05,10261751500,50.81,-0.1,,,,
CIFR,   Cipher Mining,Capital Markets,Financial Services,0,-80.348,0,7.58,22.37,22.37,6.19,2152943900,132.51,0.2,,,,
CIG,   Cemig Sa -Adr,Utilities—Diversified,Utilities,5.457,13.498,5.78,2.2,15.18,20.96,1.91,5465999800,53.32,0.4,,,,
CIGI,   Colliers Int Gp,Real Estate Services,Real Estate,47.969,37.757,0.2,171,12.1,12.3,152.54,7492764800,36.69,0.3,,,,
CIM,   Chimera Invest,REIT—Mortgage,Real Estate,4.411,8.921,10.01,16,8.92,18.93,14.69,1188127200,24.71,0.8,,,,
CINF,   Cincinnati Finl,Insurance—Property & Casualty,Financial Services,8.042,18.538,2.06,155.5,-0.63,1.43,156.49,24462516800,26.78,0.1,,S&P 500,,
CIO,   City Offic Reit,REIT—Office,Real Estate,0,-12.478,7.09,6.5,13.24,20.33,5.74,230461000,41.88,0.5,,,,
CION,   Cion Invest Cp,Asset Management,Financial Services,7.781,8.143,9.94,12,5.63,15.57,11.36,605374400,17.58,0.9,,,,
CIVB,   Civista Bancsh,Banks—Regional,Financial Services,11.375,11.053,2.8,23,1.1,3.9,22.75,358085000,37.5,0.1,,,,
CIVI,   Civitas Resrcs,Oil & Gas E&P,Energy,5.006,5.576,9.77,74,44.93,54.7,51.06,4927800600,31.15,1.8,,,,
CKPT,   Checkpoint Ther,Biotechnology,Healthcare,0,-23.765,0,20,395.05,395.05,4.04,197273200,173.42,2.3,,,,
CL,   Colgate Palmoli,Household & Personal Products,Consumer Defensive,27.187,24.465,2.06,108.5,14.68,16.74,94.61,77297316100,20.21,0.8,XLP,S&P 500,,
CLAR,   Clarus Corp,Leisure,Consumer Cyclical,0,-50.667,2.18,5.25,15.13,17.31,4.56,174921600,58.56,0.3,,,,
CLB,   Core Labs Inc,Oil & Gas Equipment & Services,Energy,38.481,20.356,0.19,21,1.06,1.25,20.78,975621000,45.28,0,,,,
CLBK,   Columbia Finl,Banks—Regional,Financial Services,117.867,49.111,0,18.5,4.64,4.64,17.68,1851449600,34.53,0.1,,,,
CLBT,   Cellebrite Di,Software—Infrastructure,Technology,0,83.511,0,22,7.84,7.84,20.4,4200972000,46.63,0.2,,,,
CLDI,   Calidi Biotherp,Biotechnology,Healthcare,0,-2.723,0,6.25,196.21,196.21,2.11,27598800,113.22,1.7,,,,
CLDT,   Chatham Lodging,REIT—Hotel & Motel,Real Estate,0,-79.25,3.04,11,15.67,18.71,9.51,465134100,42.52,0.4,,,,
CLDX,   Celldex Therapt,Biotechnology,Healthcare,0,-8.262,0,69,163.16,163.16,26.22,1739434800,71.44,2.3,,,,
CLF,   Cleveland-Cliff,Steel,Basic Materials,0,26.294,0,14.13,9.5,9.5,12.9,6371826000,56.4,0.2,,,,
CLFD,   Clearfield Inc,Communication Equipment,Technology,0,173.611,0,45,44,44,31.25,446562500,44.07,1,,,,
CLGN,   Collplant Biotc,Biotechnology,Healthcare,0,-10.456,0,12.5,202.66,202.66,4.13,47329800,45.63,4.4,,,,
CLH,   Clean Harbors,Waste Management,Industrials,33.362,31.004,0,269,4.99,4.99,256.22,13810258000,28.9,0.2,,,,
CLIR,   Clearsign Tech,Pollution & Treatment Controls,Industrials,0,115,0,6,421.74,421.74,1.15,57764500,41.663,10.1,,,,
CLLS,   Cellectis-Adr,Biotechnology,Healthcare,0,-3.109,0,5.5,180.61,180.61,1.96,108936800,123.47,1.5,,,,
CLMB,   Climb Glbl Sol,Electronics & Computer Distribution,Technology,37,32.441,0.5,136,-0.66,-0.16,136.9,631109000,54.617,0,,,,
CLMT,   Calumet Inc,Oil & Gas E&P,Energy,0,-84.692,0,25,14.05,14.05,21.92,1882928000,57.32,0.2,,,,
CLNE,   Clean Egy Fuels,Oil & Gas Refining & Marketing,Energy,0,-7.348,0,5,73.61,73.61,2.88,643564800,64.14,1.1,,,,
CLOV,   Clover Health,Healthcare Plans,Healthcare,0,-24.716,0,4.2,23.53,23.53,3.4,1703774000,74.2,0.3,,,,
CLPHY,   Clp Hldgs-Adr,Utilities—Regulated Electric,Utilities,22.158,13.394,4.75,8.81,4.6,9.35,8.42,21272709000,42.22,0.2,,,,
CLPMF,   Clip Money Inc,Software—Infrastructure,Technology,0,-2.857,0,0.25,25,25,0.2,20990000,36.935,0.7,,,,
CLPT,   Clearpoint Neur,Medical Devices,Healthcare,0,-20.454,0,17,41.67,41.67,12,331080000,83.48,0.5,,,,
CLS,   Celestica Inc,Electronic Components,Technology,28.297,23.136,0,72,-19.48,-19.48,89.42,10404911200,51.74,-0.4,,,,
CLSD,   Clearside Bio,Biotechnology,Healthcare,0,-2.263,0,6,455.56,455.56,1.08,81907200,142.37,3.2,,,,
CLSK,   Cleanspark Inc,Capital Markets,Financial Services,0,34.024,0,22.5,61.29,61.29,13.95,3531303000,161.15,0.4,,,,
CLVT,   Clarivate Anlyt,Information Technology Services,Technology,0,-130,0,6,4.9,4.9,5.72,4063488000,53.3,0.1,,,,
CLW,   Clearwater Papr,Paper & Paper Products,Basic Materials,1347,22.264,0,37,37.34,37.34,26.94,446395800,59.3,0.6,,,,
CLX,   Clorox Co,Household & Personal Products,Consumer Defensive,58.031,24.329,2.93,165,-1.27,1.66,167.13,20687351400,21.4,0.1,XLP,S&P 500,,
CLYM,   Climb Bio Inc,Biotechnology,Healthcare,0,-4.846,0,10,217.46,217.46,3.15,211743000,102.779,2.1,,,,
CM,   Cdn Impl Bk,Banks—Diversified,Financial Services,12.874,8.474,4.04,83.54,31.62,35.66,63.47,59953762000,25.65,1.4,,,,
CMA,   Comerica Inc,Banks—Regional,Financial Services,17.7,12.852,4,69,-2.54,1.46,70.8,9310908000,29.34,0,,,,
CMBM,   Cambium Netwrks,Communication Equipment,Technology,0,-4.211,0,2.5,108.33,108.33,1.2,33888000,89.17,1.2,,,,
CMC,   Commercial Metl,Steel,Basic Materials,15.256,12.336,1.14,62,-1.84,-0.7,63.16,7201503200,23.96,0,,,,
CMCL,   Caledonia Mng,Gold,Basic Materials,22.104,7.745,5.42,18,69.65,75.07,10.61,136126300,60,1.3,,,,
CMCO,   Columbus Mckinn,Farm & Heavy Construction Machinery,Industrials,74.942,15.159,0.72,49,25.74,26.46,38.97,1118049300,33.94,0.8,,,,
CMCSA,   Comcast Corp  A,Telecom Services,Communication Services,11.553,10.878,2.86,48,11.99,14.85,42.86,1.64E+11,20.5,0.7,XLC,S&P 500,,Nasdaq 100
CME,   Cme Group Inc,Financial Data & Stock Exchanges,Financial Services,25.287,24.639,1.95,236.5,-1.76,0.19,240.73,86749462800,13.14,0,XLF,S&P 500,,
CMG,   Chipotle Mexicn,Restaurants,Consumer Cyclical,56.426,46.494,0,67,9.94,9.94,60.94,83036234600,27.08,0.4,XLY,S&P 500,,
CMI,   Cummins Inc,Specialty Industrial Machinery,Industrials,24.59,17.11,1.93,369,-1.79,0.14,375.74,51544013200,31.14,0,XLI,S&P 500,,
CMMB,   Chemomab Therap,Biotechnology,Healthcare,0,-49.429,0,9,420.23,420.23,1.73,24842800,102.779,4.1,,,,
CMP,   Compass Minerls,Other Industrial Metals & Mining,Basic Materials,0,-73.85,3.98,19,28.64,32.62,14.77,612216500,60.82,0.5,,,,
CMPGY,   Compass Grp Plc,Restaurants,Consumer Cyclical,42.695,23.525,1.63,35.75,2.11,3.74,35.01,59347901700,36.935,0.1,,,,
CMPO,   Composecure Inc,Metal Fabrication,Industrials,0,8.206,0,17,6.78,6.78,15.92,1403029600,52.15,0.1,,,,
CMPR,   Cimpress Plc,Specialty Business Services,Industrials,13.939,14.827,0,114.5,42.61,42.61,80.29,2019293500,40.07,1.1,,,,
CMPS,   Compass Pathwys,Medical Care Facilities,Healthcare,0,-2.2,0,17,290.8,290.8,4.35,297627000,91.46,3.2,,,,
CMPX,   Compass Therap,Biotechnology,Healthcare,0,-3.793,0,8,393.83,393.83,1.62,222895800,113.22,3.5,,,,
CMRE,   Costamare Inc,Marine Shipping,Industrials,4.385,4.177,3.51,14,6.06,9.57,13.2,1552848000,34.97,0.3,,,,
CMS,   Cms Energy,Utilities—Regulated Electric,Utilities,19.5,19.106,3.01,75,9.89,12.9,68.25,20392417500,57.56,0.2,XLU,S&P 500,,
CMT,   Core Moldng Tec,Specialty Chemicals,Basic Materials,9.776,9.89,0,24,41.09,41.09,17.01,152409600,39.833,1,,,,
CMTG,   Clarus Mtge Tr,REIT—Mortgage,Real Estate,0,16.684,5.93,7.63,18.4,24.33,6.44,897478400,42.01,0.6,,,,
CMTL,   Comtech Telecom,Communication Equipment,Technology,0,-8.133,0,8,118.58,118.58,3.66,106615800,82.69,1.4,,,,
CMWAY,   Commonwlth Bk A,Banks—Diversified,Financial Services,27.951,26.239,3.33,64.02,-37.42,-34.09,102.3,1.71E+11,34.595,-1,,,,
CNA,   Cna Finl Corp,Insurance—Property & Casualty,Financial Services,10.317,9.596,3.53,50,1.17,4.7,49.42,13384912800,88.75,0.1,,,,
CNC,   Centene Corp,Healthcare Plans,Healthcare,10.261,9.647,0,83.17,39.99,39.99,59.41,29994326700,37.97,1.1,XLV,S&P 500,,
CNDT,   Conduent Inc,Information Technology Services,Technology,1.83,-15.111,0,7,71.57,71.57,4.08,652351200,56.26,1.3,,,,
CNH,   Cnh Industrial,Farm & Heavy Construction Machinery,Industrials,9.096,13.711,3.8,13,5.09,8.89,12.37,15449882600,33.3,0.3,,,,
CNI,   Cdn Natl Ry Co,Railroads,Industrials,18.103,13.213,2.2,173.19,58.66,60.86,109.16,68746784800,21.1,2.9,,,,
CNK,   Cinemark Hldgs,Entertainment,Communication Services,21.646,17.294,0,34.5,-2.82,-2.82,35.5,4344135000,46.29,-0.1,,,,
CNM,   Core&Main Inc,Industrial Distribution,Industrials,26.562,22.29,0,56,0.39,0.39,55.78,11219031400,77.94,0,,,,
CNMD,   Conmed Corp,Medical Devices,Healthcare,17.756,15.988,1.05,80,6.77,7.82,74.93,2314587700,49.63,0.2,,,,
CNNE,   Cannae Holdings,Restaurants,Consumer Cyclical,0,-18.864,2.22,27,27.42,29.64,21.19,1329460600,38.62,0.8,,,,
CNO,   Cno Finl Grp,Insurance—Life,Financial Services,15.68,10.435,1.63,40,2.04,3.67,39.2,4045832000,27.93,0.1,,,,
CNOB,   Connectone Bcp,Banks—Regional,Financial Services,15.578,27.131,2.63,28.5,5.75,8.38,26.95,1034071500,44.71,0.2,,,,
CNP,   Centerpoint Egy,Utilities—Regulated Electric,Utilities,21.42,18.453,2.63,31,-3.52,-0.89,32.13,20940084900,24.75,0,XLU,S&P 500,,
CNQ,   Cdn Ntrl Rsrcs,Oil & Gas E&P,Energy,13.629,9.458,4.69,55.23,61.44,66.13,34.21,72197126100,25.47,2.6,,,,
CNS,   Cohen&Strs Inc,Asset Management,Financial Services,38.396,26.521,2.28,102,-0.87,1.41,102.9,5202624000,57.93,0,,,,
CNSL,   Consol Comm Il,Telecom Services,Communication Services,0,-2.924,0,4.35,-7.05,-7.05,4.68,554439600,46.425,-0.2,,,,
CNSP,   Cns Pharmaceut,Biotechnology,Healthcare,0,-0.266,0,0.5,382.63,382.63,0.1,5749000,102.779,3.7,,,,
CNTA,   Centessa Pharma,Biotechnology,Healthcare,0,-11.105,0,27,57.71,57.71,17.12,2257272000,77.19,0.7,,,,
CNTX,   Context Therap,Biotechnology,Healthcare,0,-4.84,0,9,496.03,496.03,1.51,113250000,102.779,4.8,,,,
CNTY,   Century Casinos,Resorts & Casinos,Consumer Cyclical,0,-7.071,0,5,25,25,4,122720000,62.34,0.4,,,,
CNVS,   Cineverse Corp,Entertainment,Communication Services,0,0,0,7.5,102.7,102.7,3.7,58719000,50.285,2,,,,
CNX,   Cnx Resources,Oil & Gas E&P,Energy,12.974,22.394,0,32,-19.66,-19.66,39.83,5945424100,44.14,-0.4,,,,
CNXC,   Concentrix Cp,Information Technology Services,Technology,15.056,9.163,2.93,70,53.95,56.88,45.47,2947365400,64.98,0.9,,,,
CNXN,   Pc Connection,Electronics & Computer Distribution,Technology,21.921,20.308,0.53,76,1.97,2.5,74.53,1959393700,25.88,0.1,,,,
COCH,   Envoy Medical,Medical Devices,Healthcare,0,-1.792,0,6,179.07,179.07,2.15,43537500,50.116,3.6,,,,
COCO,   Vita Coco Inc,Beverages—Non-Alcoholic,Consumer Defensive,35.75,32.755,0,33,-7.69,-7.69,35.75,2028097500,44.91,-0.2,,,,
COCP,   Cocrystal Pharm,Biotechnology,Healthcare,0,-0.906,0,7,250,250,2,20340000,102.779,2.4,,,,
CODA,   Coda Octupus Gp,Aerospace & Defense,Industrials,34.885,21.093,0,11,21.28,21.28,9.07,101584000,48.69,0.4,,,,
CODI,   Compass Diversf,Conglomerates,Industrials,0,21.018,4.21,30,28.21,32.42,23.4,1770210000,27.01,1.2,,,,
CODX,   Co-Diagnostics,Medical Devices,Healthcare,0,-0.752,0,1.5,70.45,70.45,0.88,28098400,130.42,0.5,,,,
COF,   Capital One Fin,Credit Services,Financial Services,17.664,12.162,1.28,184.5,-1.37,-0.09,187.06,71365260600,29.81,0,XLF,S&P 500,,
COFS,   Choiceone Finl,Banks—Regional,Financial Services,11.722,10.862,2.9,37,-0.11,2.79,37.04,331878400,47.003,0.1,,,,
COGT,   Cogent Biosci,Biotechnology,Healthcare,0,-4.015,0,16,74.1,74.1,9.19,1015127400,85,0.9,,,,
COHR,   Coherent Corp,Scientific & Technical Instruments,Technology,0,62.671,0,110,3.25,3.25,106.54,16477476400,53.58,0.1,,,,
COHU,   Cohu Inc,Semiconductor Equipment & Materials,Technology,0,-51.28,0,30,10.91,10.91,27.05,1260800500,42.34,0.3,,,,
COIN,   Coinbase Global,Financial Data & Stock Exchanges,Financial Services,52.432,67.529,0,255,-17.57,-17.57,309.35,77445772500,81.14,-0.2,,,,
COLB,   Columbia Bk Sys,Banks—Regional,Financial Services,13.168,11.312,4.66,31,1.47,6.13,30.55,6401141500,68.29,0.1,,,,
COLD,   Americold Rlty,REIT—Industrial,Real Estate,0,48.461,3.76,30,29.87,33.63,23.1,6566406000,24.24,1.4,,,,
COLL,   Collegium Pharm,Drug Manufacturers—Specialty & Generic,Healthcare,13.103,8.493,0,41,33.72,33.72,30.66,988785000,41.61,0.8,,,,
COLM,   Columbia Sports,Apparel Manufacturing,Consumer Cyclical,24.748,20.587,1.36,83.5,-5.49,-4.13,88.35,5052736500,30,-0.1,,,,
COMM,   Commscope Hldg,Communication Equipment,Technology,0,-3.699,0,4,-16.49,-16.49,4.79,1034065200,97.38,-0.2,,,,
COMP,   Compass Inc,Real Estate Services,Real Estate,0,158.658,0,6.75,-7.91,-7.91,7.33,3740572300,57.71,-0.1,,,,
CON,   Concentra Group,Medical Care Facilities,Healthcare,22.579,16.637,1.16,28.5,32.87,34.03,21.45,2731443000,53.56,0.6,,,,
COO,   Cooper Cos,Medical Instruments & Supplies,Healthcare,57.383,32.122,0.02,115.5,11.82,11.84,103.29,20571236400,40.55,0.3,XLV,S&P 500,,
COOK,   Traeger Inc,"Furnishings, Fixtures & Appliances",Consumer Cyclical,0,-21.677,0,3.75,11.61,11.61,3.36,438816000,99.25,0.1,,,,
COOP,   Mr Cooper Group,Mortgage Finance,Financial Services,12.434,7.281,0,109,12.67,12.67,96.74,6189425200,27.7,0.5,,,,
COP,   Conocophillips,Oil & Gas E&P,Energy,12.58,12.879,2.94,132,24.47,27.41,106.05,1.22E+11,23.92,1.1,XLE,S&P 500,,
COR,   Cencora Inc,Medical Distribution,Healthcare,33.251,18.136,0.88,270,7.98,8.86,250.05,49272352500,20.65,0.4,XLV,S&P 500,,
CORT,   Corcept Therapt,Biotechnology,Healthcare,47.357,31.208,0,76,27.37,27.37,59.67,6252222600,79.48,0.3,,,,
CORZ,   Core Scientific,Software—Infrastructure,Technology,0,375.744,0,19,15.71,15.71,16.42,4585285000,95.59,0.2,,,,
COSM,   Cosmos Health,Medical Distribution,Healthcare,0,79,0,3,279.75,279.75,0.79,18375400,210.99,1.3,,,,
COST,   Costco Whole Cp,Discount Stores,Consumer Defensive,59.237,49.916,0.48,955,-2.76,-2.28,982.15,4.35E+11,31.71,-0.1,XLP,S&P 500,,Nasdaq 100
COTY,   Coty Inc,Household & Personal Products,Consumer Defensive,41.722,16.856,0,10,33.16,33.16,7.51,6532949000,38.71,0.9,,,,
COUR,   Coursera Inc,Education & Training Services,Consumer Defensive,0,-24.012,0,10,20.48,20.48,8.3,1314720000,60.34,0.3,,,,
COVTY,   Covestro Ag-Adr,Specialty Chemicals,Basic Materials,0,23.583,0,33,8.77,8.77,30.34,11468520000,36.935,0.2,,,,
COYA,   Coya Therptics,Biotechnology,Healthcare,0,-4.637,0,15.25,152.48,152.48,6.04,100928400,102.779,1.5,,,,
CP,   Cdn Pac Kc Ltd,Railroads,Industrials,27.996,15.418,0.72,126.11,66.83,67.55,75.59,70551926500,22.74,3,,,,
CPA,   Copa Hldgs Sa-A,Airlines,Industrials,5.947,5.789,6.09,150,66.93,73.02,89.86,3542281200,28.9,2.5,,,,
CPAY,   Corpay Inc,Software—Infrastructure,Technology,26.718,20.812,0,400,6.79,6.79,374.58,26111971800,22.36,0.3,,S&P 500,,
CPAY,   Corpay Inc,Software—Infrastructure,Technology,26.718,20.812,0,400,6.79,6.79,374.58,26111971800,22.36,0.3,,S&P 500,,
CPB,   The Campbell'S,Packaged Foods,Consumer Defensive,24.09,13.643,3.2,51,12.01,15.21,45.53,13550638600,28.58,0.5,XLP,S&P 500,,
CPB,   The Campbell'S,Packaged Foods,Consumer Defensive,24.09,13.643,3.2,51,12.01,15.21,45.53,13550638600,28.58,0.5,XLP,S&P 500,,
CPF,   Central Pac Fin,Banks—Regional,Financial Services,14.857,12.235,3.31,32,2.56,5.87,31.2,844584000,41.78,0.1,,,,
CPK,   Chesapeake Util,Utilities—Regulated Gas,Utilities,26.47,20.737,1.93,136,4.43,6.36,130.23,2966639400,23.32,0.3,,,,
CPKF,   Chesapeake Finc,Banks—Regional,Financial Services,9.589,7.71,3.38,26.25,38.96,42.34,18.89,89349700,39.524,1.1,,,,
CPNG,   Coupang Inc,Internet Retail,Consumer Cyclical,41.965,45.685,0,30,25.42,25.42,23.92,43028731200,36.33,0.7,,,,
CPRI,   Capri Holdings,Luxury Goods,Consumer Cyclical,0,7.483,0,21.5,-5.95,-5.95,22.86,2694965400,48.81,-0.1,,,,
CPRT,   Copart Inc,Specialty Business Services,Industrials,43.524,35.431,0,61,-1.99,-1.99,62.24,59970107200,23.76,-0.1,XLI,S&P 500,,Nasdaq 100
CPRX,   Catalyst Pharma,Biotechnology,Healthcare,18.398,13.668,0,31,42.79,42.79,21.71,2589351700,41.11,1,,,,
CPS,   Cooper-Standard,Auto Parts,Consumer Cyclical,0,-240.167,0,20,38.79,38.79,14.41,249725300,72.46,0.5,,,,
CPSS,   Cons Portfolio,Credit Services,Financial Services,12.149,3.974,0,18,70.29,70.29,10.57,226303700,68.95,1,,,,
CPT,   Camden Ppty Tr,REIT—Residential,Real Estate,38.678,76.068,3.32,127,3.58,6.9,122.61,13080034800,39.56,0.2,XLRE,S&P 500,,
CPTN,   Cepton Inc,Scientific & Technical Instruments,Technology,0,-3.33,0,3.17,-0.31,-0.31,3.18,51039000,64.905,0,,,,
CQP,   Cheniere Egy Lp,Oil & Gas Midstream,Energy,12.715,14.172,5.91,49.5,-15.92,-10.01,58.87,28496023500,23.66,-0.4,,,,
CR,   Crane Co New,Specialty Industrial Machinery,Industrials,39.639,30.643,0.45,177,-0.99,-0.54,178.77,10231007100,40.32,0,,,,
CRAI,   Cra Intl Inc,Consulting Services,Industrials,30.96,24.931,1.01,211,10.1,11.11,191.64,1299319200,37.41,0.3,,,,
CRBG,   Corebridge Finl,Asset Management,Financial Services,0,5.817,2.88,35,8.36,11.24,32.3,18374501000,24.82,0.5,,,,
CRBP,   Corbus Pharmact,Biotechnology,Healthcare,0,-2.948,0,60,258.21,258.21,16.75,204015000,80.97,3.2,,,,
CRBU,   Caribou Biosci,Biotechnology,Healthcare,0,-1.204,0,11.5,429.95,429.95,2.17,196493500,129.57,3.3,,,,
CRC,   Ca Resources Cp,Oil & Gas E&P,Energy,8.167,13.774,2.7,67,16.87,19.57,57.33,3891560400,36.86,0.5,,,,
CRCT,   Cricut Inc,Computer Hardware,Technology,19.172,18.854,3.65,4.88,-12.32,-8.67,5.56,1192342000,57.08,-0.2,,,,
CRDF,   Cardiff Oncolgy,Biotechnology,Healthcare,0,-2.637,0,8.32,221.04,221.04,2.59,132426700,216.23,1,,,,
CRDO,   Credo Tech Grp,Semiconductors,Technology,0,107.106,0,75,6.1,6.1,70.69,11738781400,118.53,0.1,,,,
CRESY,   Cresud Sa-Adr,Conglomerates,Industrials,0,0,7.9,12,-9.43,-1.53,13.25,793145000,53.94,0,,,,
CREX,   Creative Realts,Software—Application,Technology,19.8,26.207,0,7,135.69,135.69,2.97,31036500,62.318,2.2,,,,
CRGO,   Freightos Ltd,Integrated Freight & Logistics,Industrials,0,-5.324,0,3.5,93.37,93.37,1.81,89341600,35.177,2.7,,,,
CRGX,   Cargo Therapeut,Biotechnology,Healthcare,0,-4.484,0,32,76.41,76.41,18.14,834984200,113.22,0.7,,,,
CRGY,   Crescent Egy,Oil & Gas Integrated,Energy,68.818,10.641,3.24,16,5.68,8.92,15.14,3456310600,45.36,0.2,,,,
CRH,   Crh Plc-Adr,Building Materials,Basic Materials,20.539,17.319,1.37,114,11.23,12.6,102.49,69611208000,29.36,0.4,,,,
CRI,   Carters Inc,Apparel Retail,Consumer Cyclical,8.954,11.262,5.63,55,-2.34,3.29,56.32,2029772800,33.75,0.1,,,,
CRIS,   Curis Inc,Biotechnology,Healthcare,0,-1.045,0,20,392.61,392.61,4.06,34388200,113.22,3.5,,,,
CRK,   Comstock Resour,Oil & Gas E&P,Energy,0,47.834,0,11,-27.49,-27.49,15.17,4433584200,51.35,-0.5,,,,
CRL,   Charles Rvr Lab,Diagnostics & Research,Healthcare,24.881,29.953,0,220,10.39,10.39,199.3,10192202000,39.37,0.3,,S&P 500,,
CRLBF,   Cresco Labs Inc,Drug Manufacturers—Specialty & Generic,Healthcare,0,-22,0,2.5,127.27,127.27,1.1,536954000,75.539,1.7,,,,
CRM,   Salesforce.Com,Software—Application,Technology,57.841,46.333,0.48,355,7.11,7.59,331.43,3.17E+11,47.63,0.2,XLK,S&P 500,DJIA,
CRMD,   Cormedix Inc,Biotechnology,Healthcare,0,20.521,0,17.5,77.66,77.66,9.85,597698000,84.05,0.9,,,,
CRMT,   Americas Car-Mt,Auto & Truck Dealerships,Consumer Cyclical,0,15.858,0,46,0.37,0.37,45.83,293312000,55.325,0,,,,
CRNC,   Cerence Inc,Software—Application,Technology,0,-30.338,0,6.5,-9.47,-9.47,7.18,307519400,112.91,-0.1,,,,
CRNT,   Ceragon Netwrks,Communication Equipment,Technology,20.905,13.104,0,4.5,2.51,2.51,4.39,374993800,61.74,0,,,,
CRNX,   Crinitecs Pharm,Biotechnology,Healthcare,0,-14.182,0,73.5,29.88,29.88,56.59,5248156600,45.46,0.7,,,,
CRON,   Cronos Group,Drug Manufacturers—Specialty & Generic,Healthcare,0,-60.417,0,2.84,39.75,39.75,2.03,776069000,53.82,0.7,,,,
CROX,   Crocs Inc,Footwear & Accessories,Consumer Cyclical,8.085,8.801,0,139,24.94,24.94,111.25,6483650000,40.03,0.6,,,,
CRRFY,   Carrefour Sa,Grocery Stores,Consumer Defensive,11.6,7.305,6.56,3.7,27.59,34.15,2.9,9830565000,36.935,0.9,,,,
CRS,   Carpenter Tech,Metal Fabrication,Industrials,42.822,22.857,0.41,192.5,-0.1,0.31,192.7,9606095000,42.75,0,,,,
CRSP,   Crispr Theraptc,Biotechnology,Healthcare,0,-10.183,0,85,65.89,65.89,51.24,4373334000,62.13,1.1,,,,
CRSR,   Corsair Gaming,Computer Hardware,Technology,0,470.306,0,9,14.8,14.8,7.84,820848000,46.57,0.3,,,,
CRTO,   Criteo Sa-Adr,Advertising Agencies,Communication Services,24.123,20.283,0,51,23.64,23.64,41.25,2276175000,35.4,0.7,,,,
CRUS,   Cirrus Logic,Semiconductors,Technology,17.959,19.878,0,135,27.84,27.84,105.6,5611584000,37.93,0.7,,,,
CRVO,   Cervomed Inc,Biotechnology,Healthcare,0,-4.813,0,55,429.87,429.87,10.38,64044600,102.779,4.2,,,,
CRVS,   Corvus Pharmact,Biotechnology,Healthcare,0,-17.617,0,13.5,63.04,63.04,8.28,532072800,215.35,0.3,,,,
CRWD,   Crowdstrike Hld,Software—Infrastructure,Technology,672.981,366.962,0,380,8.59,8.59,349.95,85783243500,38.16,0.2,XLK,S&P 500,,Nasdaq 100
CSBR,   Champions Onclg,Biotechnology,Healthcare,0,22.737,0,6,38.89,38.89,4.32,58708800,106.36,0.4,,,,
CSCO,   Cisco Systems,Communication Equipment,Technology,25.528,20.702,2.69,62,4.24,6.93,59.48,2.37E+11,17.3,0.4,XLK,S&P 500,DJIA,Nasdaq 100
CSGP,   Costar Grp Inc,Real Estate Services,Real Estate,190.833,103.345,0,90,12.29,12.29,80.15,32858294000,35.79,0.3,XLRE,S&P 500,,Nasdaq 100
CSGS,   Csg Sys Intl,Software—Infrastructure,Technology,24,16.881,2.15,64,16.96,19.11,54.72,1591804800,34.75,0.5,,,,
CSIQ,   Canadian Solar,Solar,Technology,26.208,3.604,0,16,27.19,27.19,12.58,832292800,85.55,0.3,,,,
CSL,   Carlisle Cos In,Building Products & Equipment,Industrials,23.856,20.862,0.88,487.5,9.69,10.57,444.43,20146011900,31.64,0.3,,,,
CSLLY,   Csl Ltd-Adr,Biotechnology,Healthcare,33.654,23.921,1.45,110,20.17,21.62,91.54,88648251400,102.779,0.2,,,,
CSLR,   Complete Solari,Solar,Technology,0,-4.545,0,4.5,125,125,2,147540000,65.935,1.9,,,,
CSR,   Centerspace,REIT—Residential,Real Estate,0,-147.229,4.14,76,6.8,10.94,71.16,1179121200,48.44,0.2,,,,
CSTE,   Caesarstone Ltd,Building Products & Equipment,Industrials,0,-8.51,0,5,17.51,17.51,4.26,147097800,59.38,0.3,,,,
