Ticker,Total Return,Total Return (EPS),Total Return (SPS),Total Return (FCFPS),Total Return (Composite)
OMIC,-41.96,33.35,89.6,-18.6,34.78
ON,24.62,65.65,-11.73,69.73,41.22
ONB,17.36,18.7,1.68,87.51,35.96
ONDS,88.21,-103.89,228.38,-101.32,7.72
ONEW,32.74,27.9,-9.66,91.67,36.64
ONIT,45.35,147.42,13.56,107.09,89.36
ONON,-10.74,-53.64,30.34,106.5,27.73
ONTF,6.06,11.23,236.85,114.24,120.77
ONTO,48.4,18.54,22.98,66.68,36.07
OOMA,3.89,-21.63,38.05,110.16,42.19
OPAD,-24.11,28.21,55.15,38.32,40.56
OPAL,97.89,43.87,44.49,27.05,38.47
OPBK,-8.33,-91.95,26.37,172.47,35.63
OPCH,29.29,-73.44,9.27,103.07,12.97
OPEN,-12.04,118.27,97.98,-26.86,63.13
OPFI,4.17,60.22,433.29,-423.19,23.44
OPHC,2.74,286.92,24.94,106.8,139.55
OPI,111.36,36.54,25.05,91.32,50.97
OPK,89.87,62.14,38.53,88.62,63.10
OPRA,18.66,21.72,14.1,85.44,40.42
OPRT,71.15,-257.79,23.86,131.55,-34.13
OPRX,83.04,-317.01,47.22,214.64,-18.38
OPT,218.3,-674.06,347.73,-48.42,-124.92
OPTN,455.56,537.33,-433.97,-87.73,5.21
OR,56.92,0.98,0.98,0.98,0.98
ORA,9.91,27.93,16.41,80.99,41.78
ORANY,50.12,7.61,7.61,7.61,7.61
ORC,40.13,13.7,87.27,77.75,59.57
ORCL,4.77,0.88,0.88,0.88,0.88
ORCL,4.77,79.34,-80.52,98.01,32.28
ORGN,100,-68.63,25.52,-2.53,-15.21
ORGO,13.35,850.78,65.13,85.16,333.69
ORI,2.93,20.99,24.03,70.32,38.45
ORIC,97.92,97.92,97.92,97.92,97.92
ORKA,104.13,84.78,57.12,-46.27,31.88
ORLY,5.21,202.53,-67.33,-39.27,31.98
ORMP,32.11,83.12,40,-15.19,35.98
ORN,16.28,251.41,-5.33,108.44,118.17
ORRF,14.18,30.92,11.93,85.55,42.80
OS,13.96,13.96,13.96,13.96,13.96
OSBC,9.39,38.44,52.98,88.64,60.02
OSCR,8.39,38.48,57.81,69.39,55.23
OSIS,-1.99,27.31,26.83,75.47,43.20
OSK,10.44,30.58,15.57,77.8,41.32
OSPN,-4.41,-0.19,17.16,93.79,36.92
OSS,96.51,-45.59,-4.15,105.25,18.50
OSTX,332.71,332.71,332.71,332.71,332.71
OSUR,30.55,1.24,307.52,99.09,135.95
OSW,9.85,-11.15,-128.45,127.85,-3.92
OTCM,23.69,1.36,1.36,1.36,1.36
OTEX,15.92,21.08,82.9,14.99,39.66
OTIS,2.46,1.53,1.53,1.53,1.53
OTIS,2.46,102.86,43.16,-40.44,35.19
OTLY,128.57,-361.76,121.23,241.78,0.42
OTRK,131.21,-95.67,237.64,-111.08,10.30
OTTR,2.63,73.02,-17.73,43.77,33.02
OUST,20.88,26.29,48.96,30.25,35.17
OUT,14.12,25.98,7.28,103.35,45.54
OVID,172.73,207.76,-105.53,194.11,98.78
OVV,33.46,-13.32,69.13,110.83,55.55
OWL,7.48,5.68,-171.61,252.27,28.78
OWLT,234.08,311.28,-1150.28,468.48,-123.51
OXLC,34.86,20.57,20.57,20.57,20.57
OXM,6.35,27.38,27.43,76.26,43.69
OXY,22.8,18.64,-23.56,116.16,37.08
OZK,3.73,3.36,3.36,3.36,3.36
PAA,12.73,61.87,38.28,69.78,56.64
PAAS,25.71,113.87,-68.15,105.48,50.40
PAC,8.94,3.71,3.71,3.71,3.71
PACB,50.27,25.53,19.43,85.18,43.38
PACK,18.6,-77.07,0.96,139.02,20.97
PACS,165.78,165.78,165.78,165.78,165.78
PAG,6.2,49.38,3.89,56.24,36.50
PAGP,9.34,26.95,652.47,102.52,260.65
PAHC,-11.98,49.56,27.12,50.54,42.41
PAL,51.21,51.21,51.21,51.21,51.21
PAM,-8.15,-8.15,-8.15,-8.15,-8.15
PAMT,2.26,28.25,14.79,76.61,39.88
PANL,82.75,33,1892.03,98.53,674.52
PANW,8.26,44.67,-13.23,104.23,45.22
PAR,14.62,48.78,39.86,56.16,48.27
PARA,7.13,48.2,52.95,63.58,54.91
PARR,33.26,17.76,-13.42,100.81,35.05
PATH,4.31,4.31,4.31,4.31,4.31
PATK,11.74,-10.46,44.15,74.34,36.01
PAVM,238.98,91.16,13.11,-155.17,-16.97
PAX,25.74,90.85,9.68,19.61,40.05
PAY,-13.23,-36.3,46.97,106.07,38.91
PAYC,-15.39,0.65,0.65,0.65,0.65
PAYC,-15.39,-222.04,116.04,192.29,28.76
PAYO,17.26,-97.59,127.04,93.44,40.96
PAYS,110.21,29.76,43.27,61.95,44.99
PAYX,-2.48,188.04,-69.92,-10.77,35.78
PB,1.16,48,1.38,57.26,35.55
PBA,40.37,4.94,4.94,4.94,4.94
PBAM,22,22,22,22,22.00
PBF,6.87,53.87,-39.26,91.01,35.21
PBH,2.69,65,2947005,-2950615,-1181.67
PBI,94.79,73.17,-6.8,49.99,38.79
PBPB,54.74,46.25,112.5,91.79,83.51
PBSV,236.73,236.73,236.73,236.73,236.73
PBYI,22.32,-62.85,137.3,105.93,60.13
PCAR,2.44,34.57,29.81,46.08,36.82
PCB,-1.71,40.27,4.87,65.35,36.83
PCG,15.3,63.78,14.22,96.25,58.08
PCH,22.18,75.42,4.43,79.78,53.21
PCOR,0.4,61.79,52.82,45.55,53.39
PCRX,-1.08,1973.82,-233.24,142.04,627.54
PCSA,460.75,23.53,48.28,36,35.94
PCT,1.74,1.74,1.74,1.74,1.74
PCTY,-1.24,32.16,-126.26,180.05,28.65
PCVX,71.52,71.52,71.52,71.52,71.52
PD,-1.08,-63.41,-232.82,207.8,-29.48
PDCO,25.06,34.11,-292.11,107.12,-50.29
PDEX,-3.38,47.25,-909.36,70.44,-263.89
PDFS,33,207.04,4.54,98.78,103.45
PDLB,6.63,-76.74,4.82,99.43,9.17
PDM,24.78,32.54,-27.03,95.6,33.70
PDSB,255.56,-157.92,246.56,255.56,114.73
PEB,-1.27,0.29,86.56,24.32,37.06
PEBO,9.45,46.72,2.96,67.2,38.96
PECO,2.87,34.06,61.57,19.12,38.25
PED,108.53,107.68,59.91,-49.93,39.22
PEG,1.33,47.23,135.15,64.8,82.39
PEGA,-5.64,-150.74,-82.11,130.73,-34.04
PEN,-1.73,17.96,12816.34,95.26,4309.85
PENG,23.2,-86.72,5.52,101.21,6.67
PENN,2.28,-127.96,94.43,68.94,11.80
PEP,16.49,24,-13,98.96,36.65
PEPG,167.72,167.72,167.72,167.72,167.72
PERF,51.04,3.18,-298.76,178.09,-39.16
PERI,-3.85,34.56,44.37,44.55,41.16
PESI,68.58,-181.23,35.58,98.43,-15.74
PET,122.22,75.46,135.59,-113.67,32.46
PETS,-24.85,50.82,16.81,39.48,35.70
PFBC,3.44,2.96,2.96,2.96,2.96
PFC,-3.5,69.71,0.1,45.76,38.52
PFE,31.71,-9.22,16.23,110.89,39.30
PFG,9.55,13.54,24.82,75.14,37.83
PFGC,12.82,4.47,22.16,80.33,35.65
PFIE,19.57,7.98,12.59,93.67,38.08
PFIS,10.34,15.83,-17.54,106.82,35.04
PFLT,17.4,11.16,11.16,11.16,11.16
PFMT,122.93,100.42,-22.36,102.66,60.24
PFS,11.07,17.22,12.69,92.45,40.79
PFSI,18.88,-15.68,-739.5,105.9,-216.43
PG,6.28,29.16,91.96,-14.25,35.62
PGC,-1.93,19.81,9.66,81.11,36.86
PGNY,27.95,55.91,-140.65,148.47,21.24
PGR,9.44,-18.76,95.62,20.89,32.58
PGRE,18.73,333.19,-230.2,128.17,77.05
PGRU,31.51,31.51,31.51,31.51,31.51
PGY,123.08,238.38,270.91,-95.94,137.78
PH,8.01,103.57,61.88,-68.92,32.18
PHAR,348.46,348.46,348.46,348.46,348.46
PHAT,216.74,146.19,-86.47,35.57,31.76
PHG,38.15,38.15,38.15,38.15,38.15
PHIN,1.26,1.78,1.78,1.78,1.78
PHM,12.59,37.04,35.42,61.03,44.50
PHR,41.15,-38.4,18.45,110.52,30.19
PHUN,187.36,-27.75,91.31,62.78,42.11
PHX,22.14,6.02,6.48,102.81,38.44
PI,31.77,-76.63,221.54,127.23,90.71
PII,19.57,68.01,23.56,29.32,40.30
PIII,182.04,182.04,182.04,182.04,182.04
PINC,-1.68,-112.35,-265.17,378.44,0.31
PINE,16.43,-3.57,37.72,88.07,40.74
PINS,27.63,-187.92,-125.27,194.01,-39.73
PIPR,9.81,14.58,-6.78,85.86,31.22
PJT,-6.28,41.84,1.47,65.92,36.41
PK,13.46,-14.73,-25.28,123.7,27.90
PKG,-5.77,27.18,-3.25,82.71,35.55
PKST,9.7,6.57,6.57,6.57,6.57
PKX,60.82,3.58,3.58,3.58,3.58
PL,-9.09,296.98,-110.7,-110.09,25.40
PLAB,27.9,44.81,-5.51,98.4,45.90
PLAY,33.65,-2.8,25.21,94.37,38.93
PLBC,8.45,57.01,10.59,50.61,39.40
PLBY,-35.71,-199.92,-33.52,167.03,-22.14
PLCE,38.78,42.85,21.55,82.34,48.91
PLD,16.71,206.13,808.11,52.6,355.61
PLL,13.45,684.37,-87.37,-651.75,-18.25
PLMR,2.65,-57.61,-42.57,290.35,63.39
PLNT,10.68,14.88,-70.79,153.42,32.50
PLOW,28.15,2.28,27.62,87.58,39.16
PLRX,173.41,324.76,-272.68,70.74,40.94
PLTK,9.75,-14.71,274.52,-157.43,34.13
PLTR,-45.04,136.53,79.93,31.28,82.58
PLUG,-0.99,-263.56,331.12,-16.55,17.00
PLUS,10.26,63.9,31.64,27.86,41.13
PLXS,-4.32,15.87,-5.31,82.36,30.97
PLYA,9.02,42.95,-54.06,98.03,28.97
PLYM,35.11,-106.8,-38.93,170.93,8.40
PM,14.38,53.99,-9.13,66.61,37.16
PMT,23.11,31.4,31.52,94.5,52.47
PMTS,2.28,29.07,39.82,61.4,43.43
PMVP,272.67,272.67,272.67,272.67,272.67
PNC,3.86,69.27,20.5,31.12,40.30
PNFP,-4.71,28.55,-0.06,100.6,43.03
PNNT,18.15,13.83,13.83,13.83,13.83
PNR,1.92,77.27,39.97,-13.22,34.67
PNST,247.27,247.27,247.27,247.27,247.27
PNTG,22.62,37.08,36.9,61.94,45.31
PNW,4.66,102.15,12.06,3.87,39.36
PODC,136.97,136.97,136.97,136.97,136.97
PODD,1.98,9.78,89.74,98.82,66.11
POET,19.74,120.78,27.43,-25.95,40.75
POOL,2.39,83.3,10.79,13.1,35.73
POR,16.69,84.66,0.1,25.99,36.92
POST,5.23,29.29,12.53,83.12,41.65
POWI,19.27,46.21,-32.6,93.47,35.69
POWL,-19.49,59.56,-9.24,54.13,34.82
POWW,92.31,92.31,92.31,92.31,92.31
PPBI,2.38,-84.45,146.45,106.77,56.26
PPBT,402.28,-1432.56,1531.96,50.66,50.02
PPC,-14.18,27.27,29.41,68.41,41.70
PPG,20.99,65.1,10.52,32.85,36.16
PPL,5.18,51.16,166.57,59.37,92.37
PPRUY,18.63,6.46,6.46,6.46,6.46
PPSI,77.36,47.25,2.09,85.59,44.98
PPTA,41.64,31.67,74.03,41.64,49.11
PR,25.72,101.75,174.27,96.83,124.28
PRA,8.96,24.91,20.77,78.54,41.41
PRAA,51.22,3.44,24.06,85.01,37.50
PRAX,103.86,8787.38,-3840.81,495.65,1814.07
PRCH,-28.7,30.32,70.91,19.3,40.18
PRCT,6.76,229.88,-245.1,83.15,22.64
PRDO,18.91,45.78,15.68,79.42,46.96
PRE,109.3,-82.48,36.27,121.53,25.11
PRG,15.31,10.5,4.31,92.79,35.87
PRGO,27.03,56.97,76.51,36.51,56.66
PRGS,10.24,4.85,50.66,50.84,35.45
PRI,4.36,66.27,18.5,17.82,34.20
PRIM,-2.12,-32.55,-19.04,136.88,28.43
PRK,-7.92,65.14,-2.68,43.78,35.41
PRKS,8.14,-12.43,31.98,80.14,33.23
PRLB,-3.12,52.58,34.73,44.1,43.80
PRLD,409.32,409.32,409.32,409.32,409.32
PRM,20.75,20.75,20.75,20.75,20.75
PRMB,18.63,50.77,0.47,93.83,48.36
PRME,347.28,347.28,347.28,347.28,347.28
PRNDY,48.89,4.62,4.62,4.62,4.62
PRO,29.75,-10.64,30.57,103.27,41.07
PROF,72.72,-18.78,74.86,79.72,45.27
PROK,157.73,89.93,15.69,157.73,87.78
PROSY,52.27,0.2,0.2,0.2,0.20
PROV,2.81,39.44,29.17,72.97,47.19
PRPL,56.35,91.66,-81.56,28.67,12.92
PRQR,36.24,-96.14,178.86,17.81,33.51
PRSO,261.05,-36.94,31.2,99.94,31.40
PRTA,349.93,46.36,43.61,79.47,56.48
PRTC,145.35,23.64,84.29,1.75,36.56
PRTH,41.13,-35.94,89.53,117.43,57.01
PRTS,37.25,-57.24,76.39,106.06,41.74
PRU,4.72,28.69,-8.27,95.55,38.66
PRVA,20.04,64.89,-57.26,139.14,48.92
PSA,5.25,20.1,-17.61,96.44,32.98
PSBD,5.35,5.35,5.35,5.35,5.35
PSEC,10.69,-152.89,20.69,243.97,37.26
PSFE,6.01,-26.66,22.45,90.32,28.70
PSHG,230.46,-61.35,-11.52,110.16,12.43
PSIX,23.95,23.95,23.95,23.95,23.95
PSMMY,29.6,4.96,4.96,4.96,4.96
PSMT,11.26,42.22,-28.33,78.12,30.67
PSN,28.82,7.16,46.77,49.37,34.43
PSNL,79.95,-211.83,70.56,174.4,11.04
PSNY,41.51,237.08,114.44,-230.19,40.44
PSO,-3.04,1.87,1.87,1.87,1.87
PSQH,-54.13,-357.6,859.19,-793.61,-97.34
PSTG,26.07,-67.08,-20.94,127.86,13.28
PSTL,21.64,-627.54,48.28,76.57,-167.56
PSTX,1.82,12.33,79.98,22.97,38.43
PSX,10.08,13.56,-27.24,117.14,34.49
PTC,3.9,1.28,76.83,27.36,35.16
PTCT,5.39,53.07,2.11,50.78,35.32
PTEN,31.89,53.7,63.77,94.31,70.59
PTGX,39.39,92.47,11.88,93.89,66.08
PTLO,36.99,-151.06,65.27,103.97,6.06
PTMN,24.15,16.43,16.43,16.43,16.43
PTON,-18.86,-412.5,-95.1,178.1,-109.83
PTPI,250.88,223.18,-430.84,429.88,74.07
PTVE,3.22,112.26,-37.46,108.62,61.14
PUBM,28.9,31.25,-10.95,82.53,34.28
PUK,77.08,2.54,2.54,2.54,2.54
PUMP,17.37,-23.66,96.84,105.53,59.57
PVBC,4.35,40.6,13.92,86.93,47.15
PVH,11.7,17.03,14.61,80.94,37.53
PWP,11.07,42.16,-12.58,88.45,39.34
PWR,-1.86,47.05,30.11,35.01,37.39
PX,-5.82,8.02,20.26,80.2,36.16
PXLW,82.97,20.85,-3.98,93.95,36.94
PXS,165.25,-33.39,1088.11,102.77,385.83
PYCR,8.23,16.8,52.91,82.3,50.67
PYPD,279.54,96.75,1.5,279.54,125.93
PYPL,6.88,188.7,24.32,-122.43,30.20
PYXS,485.11,485.11,485.11,485.11,485.11
PZZA,30.42,0.72,-30.04,110.72,27.13
QBTS,-8.03,-239.33,-214.9,502.56,16.11
QCOM,25.11,16.44,45.55,47.55,36.51
QCRH,-0.36,68.55,34.12,5.99,36.22
QDEL,29.81,24.39,50.2,66.16,46.92
QGEN,15.5,16.69,-20.9,104.29,33.36
QIPT,234.57,-415.3,13.74,148.12,-84.48
QLYS,-4.83,16.24,45.54,42.98,34.92
QMCI,73.33,73.33,73.33,73.33,73.33
QMCO,-64.69,82.04,1626.13,118.79,608.99
QNCX,316.67,316.67,316.67,316.67,316.67
QNRX,144.2,89.32,93.14,144.2,108.89
QNST,30.28,-621.53,21.57,98.22,-167.25
QRHC,56.7,80.83,17.57,23.87,40.76
QRTEA,51.91,77.2,5.4,90.07,57.56
QRVO,27.79,37.77,46.29,61.23,48.43
QS,22.75,22.75,22.75,22.75,22.75
QSI,190.18,236.63,91.7,-106.18,74.05
QSR,17.7,5.6,25.22,80.34,37.05
QTRX,69.78,-138.67,113.31,116.57,30.40
QTTB,253.39,79.45,58.6,-17.57,40.16
QTWO,-8.42,8.85,246.32,96.04,117.07
QUAD,33,6.81,-0.95,104.81,36.89
QUBT,37.76,-822.76,207.83,-119.15,-244.69
QUIK,45.2,-682.67,77.6,105.99,-166.36
QURE,189.27,52.99,94.36,158.14,101.83
R,-4.87,17.93,8.25,86.96,37.71
RAIL,44.7,0.57,0.05,99.74,33.45
RAMP,28.82,108.47,-102.2,152.33,52.87
RANI,435.71,-264.17,331.64,64.52,44.00
RAPP,74.83,74.83,74.83,74.83,74.83
RAPT,66.67,45.24,16.79,54.46,38.83
RARE,77.84,-47.13,113.52,32.25,32.88
RBA,4.29,53.96,2.06,53.92,36.65
RBB,8.12,132.12,25.14,-39.1,39.39
RBBN,53.06,-252.47,-13.57,118.91,-49.04
RBC,-2.65,8.72,75.61,17.91,34.08
RBCAA,7.83,-41.61,8.85,139.11,35.45
RBLX,8.35,197.27,103.48,-151.81,49.65
RBOT,-21.35,-21.35,-21.35,-21.35,-21.35
RBRK,-5.75,-5.75,-5.75,-5.75,-5.75
RC,25.84,45.37,18.29,93.1,52.25
RCAT,14.38,-22.87,-203.26,182.73,-14.47
RCEL,99.76,-1.29,-72.66,162.35,29.47
RCI,97.22,4.04,4.04,4.04,4.04
RCKT,255.56,1.43,98.84,255.56,118.61
RCKY,14.54,49.36,-49.69,79.77,26.48
RCL,0.28,-51.81,-6.28,105.56,15.82
RCMT,58.12,55.52,-17.63,92.01,43.30
RCUS,97.69,67,-55.82,73.85,28.34
RDCM,34.57,-175.21,-34.37,137.19,-24.13
RDDT,-23.25,-23.25,-23.25,-23.25,-23.25
RDFN,-14.21,-28.45,-5.13,117.76,28.06
RDI,11.46,178.32,49.37,83.96,103.88
RDN,-1.57,40.7,55.67,89.35,61.91
RDNT,11.61,-3.59,-18.33,94.65,24.24
RDUS,14.75,56.27,11.48,93.23,53.66
RDVT,14.39,1122.43,38.88,95.42,418.91
RDW,2.9,-123.74,124.89,97.74,32.96
RDWR,-1.79,28.51,26.85,84.35,46.57
RDZN,284.62,284.62,284.62,284.62,284.62
REAL,-36.44,121.25,91.56,-128.02,28.26
REAX,43.4,81.47,40,-128.34,-2.29
REE,74.49,132.03,-97.81,121.03,51.75
REED,85.19,85.19,85.19,85.19,85.19
REFI,23.54,233.12,35.75,-133.57,45.10
REG,8.17,25.22,-4.98,88.86,36.37
REGN,50.75,-83.55,-24.39,190.86,27.64
REI,100,10630.52,239.66,-23.45,3615.58
REKR,437.89,-40.81,122.93,37.31,39.81
RELL,9.2,69.93,59.97,100,76.63
RELX,7.19,60.69,246.25,-200.85,35.36
RELY,21.24,-98.93,63.05,155.92,40.01
RENT,185.71,185.71,185.71,185.71,185.71
REPL,29.38,29.38,29.38,29.38,29.38
REPX,46.47,-5.67,87.79,38.41,40.18
REPYY,1.87,7.92,7.92,7.92,7.92
RES,11.35,-12.9,-16.69,117.46,29.29
REVG,-2.26,40.85,-63.85,98.43,25.14
REX,43.03,34.3,-4.57,74.92,34.88
REXR,22.72,31.14,40.73,46.51,39.46
REYN,18.62,45.73,-5.62,68.81,36.31
REZI,-6.31,14.66,27.02,72.18,37.95
RF,3.43,41.16,5.25,92.69,46.37
RFIL,8.43,49.99,3.53,83.07,45.53
RGA,12.73,9.34,-1.23,93.95,34.02
RGCO,34.95,36.37,65.89,81.46,61.24
RGEN,27.95,26.52,-27.86,105.91,34.86
RGLD,19.17,8.78,35.66,95.65,46.70
RGLS,360.12,1164.85,1034.23,-2274.49,-25.14
RGNX,308.6,-76.45,153.54,93.04,56.71
RGP,52.05,39.76,24.11,62.77,42.21
RGR,23.4,2.52,13.93,89.52,35.32
RGTI,3.5,-598.24,-148.08,641.05,-35.09
RH,-15.59,53.44,7.85,54.85,38.71
RHI,-11.28,36.57,-21.65,94.3,36.41
RHP,10.36,-1.53,33.6,104.66,45.58
RICK,93.88,36.02,29.05,46.91,37.33
RIG,20.18,38.91,23.87,78.64,47.14
RIGL,-26.06,109.4,-15.92,68.23,53.90
RIO,29.7,6.88,6.88,6.88,6.88
RIOT,40.03,75.23,25.69,17.47,39.46
RITM,25.42,36.21,-531.32,100.38,-131.58
RIVN,13.64,-105.86,208.58,-25.01,25.90
RJF,-8.26,75.61,5.36,25.46,35.48
RKDA,239.62,62.08,-127.3,143.19,25.99
RKLB,4.3,150.73,-17.29,-40.86,30.86
RKT,13.96,12.13,25.81,90.59,42.84
RL,7.53,34.98,6.83,67.72,36.51
RLAY,378.36,109.28,-43.66,24.17,29.93
RLGT,22.62,2.52,-6.19,99.87,32.07
RLI,4.43,24.77,50.45,29.94,35.05
RLJ,13.59,-28.8,26.92,99.31,32.48
RLMD,315.16,-15.05,103.69,315.16,134.60
RM,14.98,60.25,-278.44,333.39,38.40
RMAX,-14.98,11.02,94.43,26.9,44.12
RMBL,-1.73,-1232.33,1328.51,-205.66,-36.49
RMBS,12.55,-8.52,0.07,100.67,30.74
RMD,8.6,4.61,-42.28,132.17,31.50
RMNI,0.71,-1.21,33.41,78.6,36.93
RMR,33.45,58.1,0.53,88.79,49.14
RMTI,195.45,82.47,-44.2,77.67,38.65
RNA,67.62,269.98,-347.12,118.28,13.71
RNAC,99.2,-258.42,67.65,260.98,23.40
RNG,13.36,-169.39,243.26,193.52,89.13
RNGR,-2.54,49.97,35.73,100.64,62.11
RNR,0.56,-3.94,73.93,31.33,33.77
RNST,10.65,54.01,2.19,51.92,36.04
RNXT,214.96,214.96,214.96,214.96,214.96
ROAD,-0.7,-43.38,52.18,114.21,41.00
ROCK,19.96,51.11,16.46,56.11,41.23
ROG,18.56,24.23,-13.92,87.02,32.44
ROIC,3.97,-13.82,84.9,117.92,63.00
ROIV,32.01,46.41,74.81,26.04,49.09
ROK,-0.49,76.2,3.82,26.71,35.58
ROKU,3.05,-875.03,-0.65,156.25,-239.81
ROL,2,86.74,61.27,-46.52,33.83
ROOT,-16,-20.21,97.71,70.49,49.33
ROP,10.84,80.54,74.91,-52.86,34.20
ROST,14.87,16.47,29.66,62.66,36.26
RPAY,38.71,33.86,-78.61,122.95,26.07
RPD,-1.32,13.42,-58.94,103.96,19.48
RPM,-3.38,65,9.78,34.34,36.37
RPRX,62.63,12.29,-0.88,96.85,36.09
RPTX,195.95,223.35,-197.28,37.13,21.07
RRBI,11.46,-1.77,13.8,96.05,36.03
RRC,-2.35,97.19,79.07,82.45,86.24
RRGB,67.57,-2724.79,53.81,108.56,-854.14
RRR,23.81,66.35,-11.95,66.2,40.20
RRX,19.81,0.94,32.23,71.19,34.79
RS,3.8,36.39,15.78,57.02,36.40
RSG,3.27,133.55,-1.38,-31.15,33.67
RSI,-1.56,317.24,-44.45,122.21,131.67
RSKD,5.02,151.01,-147.63,15.88,6.42
RSSS,36.24,-17.54,68.37,104.13,51.65
RSVR,36.7,-9.59,49.44,72.1,37.32
RTO,35.66,2.24,2.24,2.24,2.24
RTX,14.36,-51.99,-45.3,191.68,31.46
RUM,12.52,-309.46,-56.9,366.07,-0.10
RUN,68.74,-32.02,7.5,97.14,24.21
RUSHA,10.49,51.53,28.28,48.96,42.92
RVLV,-7.12,54.24,35.48,23.85,37.86
RVMD,46.17,-148.91,234.44,43.19,42.91
RVNC,69.9,86.65,22.63,-41.75,22.51
RVSB,-6.32,44.98,3.77,76.39,41.71
RVTY,20.22,31.68,17.24,59.86,36.26
RVYL,224.68,-6.71,105.18,125.38,74.62
RWAY,26.08,15.18,15.18,15.18,15.18
RWT,27.25,127.75,80.08,108.99,105.61
RXO,-1.83,-1.83,-1.83,-1.83,-1.83
RXRX,41.04,143.05,133.27,-243.73,10.86
RXST,49.22,-45.99,6.53,120.9,27.15
RXT,20.97,-233.26,72.19,188.16,9.03
RY,53.22,3.25,3.25,3.25,3.25
RYAAY,21.88,13.08,-99.09,114.06,9.35
RYAM,43.68,54.81,43.95,70.26,56.34
RYAN,2.26,41.51,57.74,16.88,38.71
RYI,-0.17,28.41,19.9,82,43.44
RYN,7.69,43.04,-57.49,82.83,22.79
RYTM,14.85,-16.08,42.7,84.49,37.04
RZLT,142.99,89.79,-2.6,142.99,76.73
S,8.89,8.89,8.89,8.89,8.89
SA,253.56,253.56,253.56,253.56,253.56
SABR,10.5,601.38,-118.8,124.69,202.42
SABS,275.43,-35.62,91.75,101.63,52.59
SACH,93.53,75.04,35.79,32.84,47.89
SAFE,42.84,204.81,98.19,113.93,138.98
SAGE,60.71,723.5,-716.6,86.24,31.05
SAH,-3.93,27.02,25.4,95.72,49.38
SAIA,-4.83,97.71,67.63,2.01,55.78
SAIC,21.91,47.69,12.63,47.72,36.01
SAM,-2.56,65.57,-78.76,85.89,24.23
SAMG,36.44,25.2,11.46,78.95,38.54
SAN,42.6,4.7,4.7,4.7,4.70
SANA,211.28,211.28,211.28,211.28,211.28
SAND,31.24,-319.83,-2.71,107.94,-71.53
SANG,39.94,39.94,39.94,39.94,39.94
SANM,-13.73,173.01,-27.05,112.28,86.08
SANW,427.11,-9.15,59.44,85.7,45.33
SAP,9.67,0.99,0.99,0.99,0.99
SAR,10,11.46,11.46,11.46,11.46
SARO,27.39,27.39,27.39,27.39,27.39
SASR,-3.74,42.46,8.34,65.53,38.78
SATS,5.91,215.29,71.53,101.07,129.30
SAVEQ,132.56,132.56,132.56,132.56,132.56
SB,47.05,47.18,-41.04,81.69,29.28
SBAC,18.3,18.55,12.31,90.72,40.53
SBC,65.17,65.17,65.17,65.17,65.17
SBCF,-3.32,84.64,3.97,100.13,62.91
SBEV,304.97,-85.94,126.28,78.54,39.63
SBGI,-1.59,172.34,-2.55,109.42,93.07
SBGSY,8.03,1.49,1.49,1.49,1.49
SBH,9.41,124.09,35.56,-59.26,33.46
SBLK,64.97,44.22,41.14,99.4,61.59
SBRA,20.35,11.42,1.56,103.46,38.81
SBS,50.66,1.76,1.76,1.76,1.76
SBSI,8.64,61.89,-6.36,54.34,36.62
SBUX,7.25,-1.31,10.33,100.63,36.55
SCCO,4.31,-614.04,283.51,388.2,19.22
SCGLY,33.58,3.74,3.74,3.74,3.74
SCHL,70.93,4.39,-24.36,105.84,28.62
SCHW,-0.15,43.28,-5.52,63.33,33.70
SCI,2.55,48.6,-6.28,69.66,37.33
SCL,31.02,78.03,-7.93,28.44,32.85
SCM,9.7,11.59,11.59,11.59,11.59
SCOR,-3.47,-52.18,0.56,115.12,21.17
SCPH,386.11,85.46,59.26,-81.24,21.16
SCRYY,49.01,7.88,7.88,7.88,7.88
SCS,21.26,6.69,7.55,98.59,37.61
SCSC,8.24,17.06,10.99,84.58,37.54
SCVL,42.09,33.31,22.45,64.55,40.10
SCWO,155.1,6.78,93.56,2.84,34.39
SCWX,-2.9,-1.41,34.44,99.91,44.31
SCYX,368.75,-21.18,82.13,69.87,43.61
SD,84.21,56.5,6102.85,99.21,2086.19
SDA,108.99,108.99,108.99,108.99,108.99
SDGR,36.67,12.24,-249.83,246.29,2.90
SDHC,-2.8,-2.8,-2.8,-2.8,-2.80
SDIG,50.41,410.84,220.64,-493.61,45.96
SDOT,320.56,-8.34,82.34,85.1,53.03
SDRL,23.61,23.61,23.61,23.61,23.61
SDVKY,2.23,2.71,2.71,2.71,2.71
SE,9.09,114.64,-164.65,67.94,5.98
SEAT,78.57,192.61,55.91,97.36,115.29
SEDG,-14.73,-164.16,107.1,89.68,10.87
SEE,16.79,34.66,21.69,77.99,44.78
SEER,18.58,456.24,225.84,-1082.61,-133.51
SEI,3.52,16.67,75.31,84.7,58.89
SEIC,-4.63,74.64,-11.39,41.34,34.86
SELF,30.96,27.47,9.18,93.49,43.38
SEM,62.81,55.04,5.1,50.06,36.73
SEMR,23.46,273.58,115.71,70.16,153.15
SEPN,67.38,67.38,67.38,67.38,67.38
SERV,82.23,82.23,82.23,82.23,82.23
SES,174.88,174.88,174.88,174.88,174.88
